x,y
5.141,9.508
5.307666647938384,9.50805877435706
5.4743327402194195,9.508469376540605
5.640995660682174,9.50955982325398
5.807648799892031,9.511656716098143
5.97428002992634,9.515067130918789
6.140870080773737,9.520094208209247
6.307390829399899,9.527041247555303
6.473804318659751,9.53619889075466
6.640060271360062,9.547867061441377
6.8060958268757314,9.56233235677796
6.971832652906947,9.579888037811816
7.137177057198775,9.600815569055527
7.30201747839978,9.625395855088708
7.466225254263553,9.65389458716744
7.629652805978412,9.686568939721312
7.792136389192888,9.723650911066084
7.953495044803286,9.765354449391264
8.113536351817524,9.811856120846212
8.272057467064856,9.86330057979801
8.4288522862366,9.91978716948808
8.583717210129604,9.98136734945976
8.736457653880239,10.048042504863025
8.886896373889867,10.119760099207765
9.0348801079579,10.196415731412467
9.180286853715259,10.277854330989767
9.32303072969056,10.36387581210195
9.463065135561246,10.454242004049124
9.60038659348325,10.548680858584863
9.735033929811749,10.646895911339938
9.867084610749295,10.748576534333456
9.996655913349647,10.853399385311407
10.12390023974414,10.961036054279578
10.248997563415436,11.071161617210688
10.372154464368018,11.183453830599753
10.493600910895141,11.297594472513316
10.61358248234945,11.413274597744932
10.732356960701285,11.530194257029358
10.85019603600188,11.648056984611362
10.967377841380053,11.766573472798047
11.084182565873975,11.8854617615369
11.20089720210314,12.00443852736683
11.317808907169868,12.12322157275366
11.435199695369576,12.241530979238755
11.553351836662474,12.359079753024139
11.67254184325926,12.475575615624718
11.793033826631227,12.590723776437965
11.915083284655346,12.704219153300695
12.038931590283035,12.815748054753321
12.164798306895632,12.924993057791426
12.292881103226986,13.031630248139034
12.423351925196178,13.135330968656202
12.55634963029623,13.235769275677574
12.691976179544174,13.332627193495458
12.830296629796079,13.425596338929488
12.971334055620098,13.514388565399065
13.115067957420248,13.598745042648144
13.261437668130542,13.67843968447189
13.410343513289954,13.753288182058114
13.561650911114663,13.823154384085205
13.715197124023694,13.887952456461559
13.870797449611514,13.947650274769115
14.028253412226181,14.00226725047726
14.18735955259044,14.051873321006582
14.347909958320445,14.096586370059544
14.509705890702236,14.136560676940189
14.672557808168268,14.171991023163669
14.8362916977851,14.203095117935456
15.00074902630396,14.230117794152388
15.165789563231918,14.253317888829946
15.331290750693185,14.27296861365196
15.497147950746076,14.28934986114009
15.66327301450998,14.302750070824581
15.829593830897576,14.313456229075268
15.996051956823825,14.32176563869388
16.162602240319213,14.32796734480289
16.329210200889023,14.332364557611474
16.495851364083133,14.335253780667161
16.662509207911945,14.336941866349973
16.82917380387727,14.337745677392192
16.99584026059709,14.337984055873267
17.100999999999996,14.338000000000026
17.101,14.338
16.934333342673604,14.338041009099111
16.767666948016846,14.338323119834683
16.601002089264032,14.339080286091276
16.434341982392056,14.340540101506775
16.267692656514676,14.342925612287795
16.10106379608918,14.34645687828039
15.93446958154303,14.351352301621223
15.767929548618108,14.357829733103092
15.601469480308435,14.366107343909732
15.43512233636153,14.376404215589268
15.26892924630678,14.388940978971888
15.10294052829414,14.40393982920692
14.937216736164416,14.421624324303586
14.77182957567063,14.442217779965608
14.606863472607547,14.465946905236217
14.442415724934978,14.493033635944236
14.278597812175303,14.523697954857566
14.11553585492707,14.558154516569811
13.953370880364773,14.59660992148674
13.79225867100158,14.639259533675055
13.632369092551661,14.686283907123897
13.473884805184335,14.737844929635784
13.31699928436792,14.794081841175364
13.161914114522517,14.855107328309703
13.008835611506452,14.921004022722537
12.857970940264504,14.991821788008618
12.70952293143624,15.06757413109682
12.563685481706845,15.148237739076032
12.420638780523067,15.233752663890407
12.280544776839772,15.324023622727712
12.143543210576045,15.418922483364645
12.009748441795814,15.518291786401793
11.879247243215906,15.621949078033989
