x,y
5.106,17.684
5.272666655417065,17.68395457376904
5.439332983516361,17.683639307391978
5.605997440632417,17.682801854122847
5.772656150221499,17.681193590380374
5.939302068268173,17.678583732860044
6.105923928846229,17.67473894671232
6.272505696295404,17.669439146843914
6.439025414438607,17.66246097680474
6.605454814836312,17.65358978501466
6.771758103660486,17.642608761021666
6.937891714446184,17.629308070245276
7.103803022357408,17.613476691437267
7.269430554955292,17.594912728529078
7.434702525021094,17.573414457592254
7.599537949179473,17.548793764065575
7.763845357413371,17.52086763884796
7.927524438896436,17.489469461409172
8.090466646900506,17.4544490901803
8.25255639029399,17.415675201195775
8.413674104526208,17.373043041566383
8.573698585390874,17.32647564366788
8.732510509493439,17.27592776001427
8.88999683736991,17.221390120338274
9.046055095484261,17.162891174598315
9.200597918556166,17.10049839206376
9.353557718803478,17.03431903686007
9.504890780038924,16.96449924792394
9.654580599907435,16.891221883203347
9.802640060249137,16.81470295970944
9.949113310712187,16.735188921393547
10.094076033378755,16.652952341960713
10.237634567122804,16.5682874561557
10.379924088266248,16.481505945862995
10.52110593229971,16.392933061072164
10.661364226532603,16.30290421507538
10.800901804485358,16.21176181480505
10.939936084571023,16.119853135548336
11.078694921083317,16.027528944890648
11.217411720653093,15.935141579120227
11.356320737593972,15.843043606558345
11.495652359622214,15.751586524571167
11.635628441168915,15.661119317021567
11.776457749251035,15.571986715277502
11.918331583101374,15.484526986627138
12.061419491876576,15.399068823918181
12.205866268221218,15.315929025124344
12.351788845188786,15.235408546643399
12.499274055553428,15.157788241992062
12.648377444864199,15.083324550851543
12.799123157473014,15.012245228028409
12.951504909493215,14.944745304205238
13.105488125879713,14.880983784081888
13.261013388987315,14.821082127586703
13.417999997768536,14.765122302270097
13.576350294484206,14.713146447154202
13.735954468477441,14.665158447943336
13.896695094457584,14.62112611088237
14.058451116933208,14.58098315830953
14.221101806443999,14.544633338656523
14.384530258481382,14.511956220587953
14.548624944048917,14.482806825080965
14.713282364962856,14.457023234627572
14.878408174632856,14.43443054881852
15.043917132008108,14.41483847242193
15.209734616236062,14.398053839146979
15.375795135361164,14.383870863012778
15.542043248230897,14.372085118133377
15.70843199264547,14.362482923960991
15.874923070491072,14.354853431075531
16.041485438368053,14.348977267265417
16.20809512352932,14.344638914089588
16.374733937226,14.341611826540081
16.541389096204046,14.339673526382882
16.708052082372735,14.338586499443107
16.874718019103558,14.33811407823129
17.04138463424228,14.338002164342177
17.100999999999964,14.337999999999985
17.101,14.338
16.934333342673604,14.338041009099111
16.767666948016846,14.338323119834683
16.601002089264032,14.339080286091276
16.434341982392056,14.340540101506775
16.267692656514676,14.342925612287795
16.10106379608918,14.34645687828039
15.93446958154303,14.351352301621223
15.767929548618108,14.357829733103092
15.601469480308435,14.366107343909732
15.43512233636153,14.376404215589268
15.26892924630678,14.388940978971888
15.10294052829414,14.40393982920692
14.937216736164416,14.421624324303586
14.77182957567063,14.442217779965608
14.606863472607547,14.465946905236217
14.442415724934978,14.493033635944236
14.278597812175303,14.523697954857566
14.11553585492707,14.558154516569811
13.953370880364773,14.59660992148674
13.79225867100158,14.639259533675055
13.632369092551661,14.686283907123897
13.473884805184335,14.737844929635784
13.31699928436792,14.794081841175364
13.161914114522517,14.855107328309703
13.008835611506452,14.921004022722537
12.857970940264504,14.991821788008618
12.70952293143624,15.06757413109682
12.563685481706845,15.148237739076032
12.420638780523067,15.233752663890407
12.280544776839772,15.324023622727712
12.143543210576045,15.418922483364645
12.009748441795814,15.518291786401793
11.879247243215906,15.621949078033989
11.752097567473932,15.729691695181094
11.628327753202765,15.841301166992046
11.507938534528254,15.956549687882829
11.390904554546022,16.07520459920245
11.277176484416922,16.197032454419038
11.166683691380623,16.321802653397327
11.059337122677448,16.449290415210754
10.955032239178452,16.57927908622978
10.853651863702789,16.711561820020627
10.75506884342402,16.845942692602115
10.65914845916144,16.982237331798725
10.565750543838538,17.120273144838993
10.474731296436815,17.259889226450625
10.385944795932108,17.40093602293978
10.299244232299218,17.543274818212947
10.214482879472964,17.686777097061977
10.131515597844725,17.83132425935804
10.050196373475112,17.97680515189026
9.970383182573215,18.123117865360246
9.891935215503953,18.270167227971164
9.814713753319484,18.41786449160265
9.738582184977158,18.56612659839892
9.663405945599497,18.714875475217305
9.589052391350366,18.864037357725344
9.515390623986843,19.013542143854664
9.44229127598401,19.16332277474379
9.369626265246827,19.313314640278595
9.297268526956593,19.46345500547138
9.22509172893549,19.61368245331749
9.152969975768109,19.76393633992062
9.080777506758528,19.914156256485978
9.00838844595974,20.064281519749642
8.935676440905688,20.214250605203414
8.862514314061839,20.364000575083868
8.788773835523587,20.513466546183462
8.714325457420394,20.662581113796588
8.639038072038472,20.811273754407413
8.562778801442947,20.959470203363377
8.48541282782311,21.107091804814754
8.4068032757551,21.25405483218047
8.326811159719451,21.40026977914662
8.24529541279866,21.54564062327549
